time	annotations
35507.003	N
35507.930	N
35508.947	N
35509.953	N
35510.964	N
35511.951	N
35512.868	N
35513.780	N
35514.684	N
35515.593	N
35516.475	N
35517.366	N
35518.268	N
35519.218	N
35520.163	N
35521.095	N
35522.031	N
35522.993	N
35523.930	N
35524.853	N
35525.787	N
35526.717	N
35527.621	N
35528.570	N
35529.561	N
35530.599	N
35531.722	N
35532.777	N
35533.812	N
35534.843	N
35535.828	N
35536.789	N
35537.743	N
35538.648	N
35539.577	N
35540.524	N
35541.438	N
35542.404	N
35543.329	N
35544.243	N
35545.199	N
35546.170	N
35547.122	N
35548.095	N
35549.012	N
35549.972	N
35550.922	N
35551.873	N
35552.814	N
35553.737	N
35554.664	N
35555.562	N
35556.494	N
35557.447	N
35558.392	N
35559.414	N
35560.396	N
35561.414	N
35562.391	N
35563.305	N
35564.222	N
35565.127	N
35566.000	N
35566.859	N
35567.748	N
35568.647	N
35569.526	N
35570.445	N
35571.390	N
35572.305	N
35573.217	N
35574.233	N
35575.253	N
35576.282	N
35577.336	N
35578.366	N
35579.227	N
35580.165	N
35581.211	N
35582.413	N
35583.537	N
35584.592	N
35585.600	N
35586.576	N
35587.494	N
35588.370	N
35588.930	X
35590.234	N
35591.367	N
35592.462	N
35593.536	N
35594.487	N
35595.063	S
35596.172	N
35597.157	N
35598.098	N
35599.012	N
35599.930	N
35600.826	N
35601.718	N
35602.599	N
35603.492	N
35604.383	N
35605.298	N
35606.186	N
35607.128	N
35608.134	N
35609.172	N
35610.161	N
35611.197	N
35612.258	N
35613.291	N
35614.297	N
35615.330	N
35616.368	N
35617.329	N
35618.287	N
35619.271	N
35620.203	N
35621.118	N
35622.039	N
35622.936	N
35623.807	N
35624.677	N
35625.533	N
35626.369	N
35627.225	N
35628.118	N
35628.974	N
35629.827	N
35630.698	N
35631.606	N
35632.490	N
35633.360	N
35634.216	N
35635.040	N
35635.854	N
35636.682	N
35637.476	N
35638.273	N
35639.095	N
35639.919	N
35640.773	N
35641.674	N
35642.577	N
35643.476	N
35644.418	N
35645.319	N
35646.247	N
35647.170	N
35648.053	N
35648.942	N
35649.849	N
35650.756	N
35651.687	N
35652.693	N
35653.676	N
35654.615	N
35655.591	N
35656.550	N
35657.523	N
35658.439	N
35659.344	N
35660.244	N
35661.209	N
35662.195	N
35663.312	N
35664.396	N
35665.483	N
35666.514	N
35667.624	N
35668.702	N
35669.792	N
35670.905	N
35671.951	N
35673.048	N
35674.084	N
35675.154	N
35676.297	N
35677.408	N
35678.429	N
35679.469	N
35680.499	N
35681.514	N
35682.511	N
35683.500	N
35684.479	N
35685.445	N
35686.399	N
35687.387	N
35688.385	N
35689.445	N
35690.478	N
35691.508	N
35692.450	N
35693.391	N
35694.304	N
35695.243	N
35696.180	N
35697.146	N
35698.197	N
35699.261	N
35700.325	N
35701.399	N
35702.422	N
35703.429	N
35704.456	N
35705.497	N
35706.537	N
35707.602	N
35708.758	N
35709.970	N
35711.125	N
35712.111	N
35713.102	N
35714.037	N
35714.975	N
35715.950	N
35716.914	N
35717.938	N
35718.991	N
35719.974	N
35720.999	N
35722.033	N
35723.030	N
35723.990	N
35724.999	N
35726.023	N
35726.994	N
35728.014	N
35728.982	N
35729.992	N
35731.041	N
35732.062	N
35733.015	N
35733.988	N
35734.945	N
35735.915	N
35736.914	N
35737.954	N
35739.010	N
35740.009	N
35740.992	N
35741.923	N
35742.852	N
35743.749	N
35744.669	N
35745.601	N
35746.514	N
35747.440	N
35748.337	N
35749.267	N
35750.231	N
35751.161	N
35752.057	N
35752.966	N
35753.860	N
35754.739	N
35755.579	N
35756.420	N
35757.281	N
35758.175	N
35759.082	N
35759.994	N
35760.874	N
35761.726	N
35762.563	N
35763.434	N
35764.306	N
35765.220	N
35766.155	N
35767.093	N
35768.034	N
35768.950	N
35769.890	N
35770.812	N
35771.750	N
35772.712	N
35773.663	N
35774.577	N
35775.523	N
35776.419	N
35777.326	N
35778.310	N
35779.319	N
35780.324	N
35781.325	N
35782.345	N
35783.309	N
35784.284	N
35785.230	N
35786.230	N
35787.231	N
35788.306	N
35789.397	N
35790.466	N
35791.451	N
35792.414	N
35793.417	N
35794.392	N
35795.331	N
35796.284	N
35797.258	N
35798.242	N
35799.188	N
35800.196	N
35801.248	N
35802.361	N
35803.462	N
35804.543	N
35805.631	N
35806.678	N
35807.601	N
35808.566	N
35809.562	N
35810.538	N
35811.564	N
35812.644	N
35813.686	N
35814.664	N
35815.633	N
35816.586	N
35817.507	N
35818.419	N
35819.319	N
35820.206	N
35821.067	N
35821.925	N
35822.761	N
35823.578	N
35824.391	N
35825.199	N
35826.018	N
35826.858	N
35827.685	N
35828.539	N
35829.454	N
35830.414	N
35831.334	N
35832.251	N
35833.202	N
35834.167	N
35835.134	N
35836.093	N
35837.056	N
35838.011	N
35839.000	N
35839.963	N
35840.992	N
35842.074	N
35843.109	N
35844.142	N
35845.156	N
35846.143	N
35847.079	N
35848.007	N
35849.003	N
35850.030	N
35851.051	N
35852.103	N
35853.163	N
35854.203	N
35855.257	N
35856.208	N
35857.200	N
35858.205	N
35859.217	N
35860.233	N
35861.288	N
35862.287	N
35863.310	N
35864.353	N
35865.399	N
35866.491	N
35867.467	N
35868.500	N
35869.541	N
35870.541	N
35871.532	N
35872.492	N
35873.422	N
35874.344	N
35875.296	N
35876.243	N
35877.305	N
35878.445	N
35879.560	N
35880.592	N
35881.577	N
35882.631	N
35883.673	N
35884.742	N
35885.718	N
35886.725	N
35887.693	N
35888.624	N
35889.563	N
35890.538	N
35891.471	N
35892.424	N
35893.396	N
35894.385	N
35895.345	N
35896.288	N
35897.210	N
35898.146	N
35899.146	N
35900.216	N
35901.288	N
35902.383	N
35903.490	N
35904.569	N
35905.625	N
35906.602	N
35907.563	N
35908.481	N
35909.381	N
35910.297	N
35911.196	N
35912.125	N
35913.053	N
35914.007	N
35914.963	N
35915.897	N
35916.859	N
35917.818	N
35918.734	N
35919.656	N
35920.570	N
35921.469	N
35922.336	N
35923.222	N
35924.163	N
35925.119	N
35926.177	N
35927.195	N
35928.162	N
35929.116	N
35930.103	N
35931.116	N
35932.070	N
35933.056	N
35934.040	N
35935.038	N
35936.050	N
35937.035	N
35938.054	N
35939.134	N
35940.231	N
35941.321	N
35942.406	N
35943.504	N
35944.522	N
35945.593	N
35946.666	N
35947.726	N
35948.838	N
35949.953	N
35951.076	N
35952.158	N
35953.180	N
35954.211	N
35955.220	N
35956.204	N
35957.179	N
35958.149	N
35959.139	N
35960.138	N
35961.294	N
35962.446	N
35963.495	N
35964.553	N
35965.554	N
35966.489	N
35967.343	N
35968.274	N
35969.310	N
35970.367	N
35971.429	N
35972.436	N
35973.415	N
35974.369	N
35975.262	N
35976.079	N
35976.897	N
35977.710	N
35978.517	N
35979.322	N
35980.113	N
35980.984	N
35981.914	N
35982.810	N
35983.672	N
35984.567	N
35985.473	N
35986.322	N
35987.150	N
35987.998	N
35988.852	N
35989.699	N
35990.555	N
35991.406	N
35992.239	N
35993.072	N
35993.904	N
35994.720	N
35995.536	N
35996.350	N
35997.177	N
35998.006	N
35998.875	N
35999.777	N
36000.672	N
36001.562	N
36002.437	N
36003.273	N
36004.085	N
36004.891	N
36005.673	N
36006.453	N
36007.228	N
36007.977	N
36008.738	N
36009.499	N
36010.250	N
36011.005	N
36011.742	N
36012.403	N
36013.299	N
36014.177	N
36015.041	N
36015.906	N
36016.797	N
36017.656	N
36018.514	N
36019.362	N
36020.194	N
36021.015	N
36021.842	N
36022.660	N
36023.463	N
36024.265	N
36025.055	N
36025.853	N
36026.668	N
36027.477	N
36028.299	N
36029.172	N
36030.023	N
36030.903	N
36031.752	N
36032.592	N
36033.441	N
36034.269	N
36035.090	N
36035.929	N
36036.788	N
36037.632	N
36038.488	N
36039.345	N
36040.191	N
36041.074	N
36041.989	N
36042.844	N
36043.736	N
36044.734	N
36045.714	N
36046.639	N
36047.565	N
36048.452	N
36049.345	N
36050.243	N
36051.138	N
36052.032	N
36052.929	N
36053.843	N
36054.733	N
36055.658	N
36056.573	N
36057.474	N
36058.371	N
36059.262	N
36060.134	N
36060.997	N
36061.889	N
36062.774	N
36063.679	N
36064.578	N
36065.453	N
36066.341	N
36067.202	N
36068.059	N
36068.942	N
36069.830	N
36070.717	N
36071.624	N
36072.505	N
36073.374	N
36074.239	N
36075.071	N
36075.923	N
36076.763	N
36077.579	N
36078.398	N
36079.192	N
36079.967	N
36080.749	N
36081.521	N
36082.274	N
36083.023	N
36083.758	N
36084.499	N
36085.250	N
36086.000	N
36086.774	N
36087.562	N
36088.337	N
36089.109	N
36089.868	N
36090.630	N
36091.382	N
36092.149	N
36092.913	N
36093.695	N
36094.513	N
36095.348	N
36096.166	N
36097.008	N
36097.808	N
36098.605	N
36099.420	N
36100.243	N
36101.097	N
36102.062	N
36103.110	N
36104.255	N
36105.293	N
36106.435	N
36107.496	N
36108.582	N
36109.698	N
36110.687	N
36111.780	N
36112.778	N
36113.745	N
36114.733	N
36115.757	N
36116.801	N
36117.932	N
36118.906	N
36119.899	N
36120.885	N
36121.829	N
36122.706	N
36123.594	N
36124.470	N
36125.306	N
36126.141	N
36126.932	N
36127.756	N
36128.575	N
36129.397	N
36130.216	N
36131.084	N
36131.954	N
36132.828	N
36133.754	N
36134.679	N
36135.592	N
36136.508	N
36137.361	N
36138.242	N
36139.310	N
36140.363	N
36141.336	N
36142.320	N
36143.284	N
36144.204	N
36145.125	N
36146.033	N
36146.884	N
36147.746	N
36148.602	N
36149.431	N
36150.258	N
36151.095	N
36151.918	N
36152.747	N
36153.587	N
36154.409	N
36155.248	N
36156.077	N
36156.879	N
36157.693	N
36158.491	N
36159.282	N
36160.082	N
36160.885	N
36161.663	N
36162.454	N
36163.247	N
36164.029	N
36164.823	N
36165.613	N
36166.385	N
36167.170	N
36167.963	N
36168.764	N
36169.554	N
36170.355	N
36171.171	N
36171.977	N
36172.791	N
36173.613	N
36174.443	N
36175.267	N
36176.112	N
36176.974	N
36177.841	N
36178.703	N
36179.535	N
36180.369	N
36181.208	N
36182.008	N
36182.819	N
36183.616	N
36184.403	N
36185.193	N
36185.983	N
36186.760	N
36187.539	N
36188.354	N
36189.202	N
36190.037	N
36190.852	N
36191.681	N
36192.345	N
36193.259	N
36194.072	N
36194.863	N
36195.645	N
36196.404	N
36197.163	N
36197.919	N
36198.668	N
36199.432	N
36200.202	N
36200.962	N
36201.745	N
36202.522	N
36203.289	N
36204.065	N
36204.820	N
36205.597	N
36206.371	N
36207.133	N
36207.907	N
36208.690	N
36209.467	N
36210.256	N
36211.049	N
36211.844	N
36212.664	N
36213.507	N
36214.336	N
36215.187	N
36216.014	N
36216.846	N
36217.697	N
36218.552	N
36219.376	N
36220.227	N
36221.073	N
36221.939	N
36222.842	N
36223.722	N
36224.641	N
36225.530	N
36226.391	N
36227.273	N
36228.108	N
36228.946	N
36229.776	N
36230.590	N
36231.413	N
36232.219	N
36233.022	N
36233.851	N
36234.679	N
36235.516	N
36236.431	N
36237.335	N
36238.245	N
36239.128	N
36240.016	N
36240.918	N
36241.762	N
36242.609	N
36243.443	N
36244.244	N
36245.044	N
36245.851	N
36246.640	N
36247.429	N
36248.241	N
36249.059	N
36249.862	N
36250.694	N
36251.537	N
36252.361	N
36253.227	N
36254.064	N
36254.924	N
36255.788	N
36256.612	N
36257.453	N
36258.288	N
36259.100	N
36259.909	N
36260.714	N
36261.493	N
36262.287	N
36263.088	N
36263.872	N
36264.658	N
36265.442	N
36266.215	N
36266.986	N
36267.733	N
36268.472	N
36269.209	N
36269.934	N
36270.659	N
36271.370	N
36272.086	N
36272.803	N
36273.506	N
36274.211	N
36274.921	N
36275.626	N
36276.317	N
36277.008	N
36277.706	N
36278.391	N
36279.085	N
36279.772	N
36280.466	N
36281.164	N
36281.859	N
36282.555	N
36283.251	N
36283.956	N
36284.652	N
36285.353	N
36286.045	N
36286.729	N
36287.417	N
36288.102	N
36288.781	N
36289.456	N
36290.141	N
36290.821	N
36291.502	N
36292.199	N
36292.903	N
36293.602	N
36294.322	N
36295.041	N
36295.766	N
36296.493	N
36297.211	N
36297.930	N
36298.646	N
36299.359	N
36300.070	N
36300.780	N
36301.477	N
36302.174	N
36302.880	N
36303.571	N
36304.273	N
36304.983	N
36305.702	N
36306.420	N
36307.156	N
36307.895	N
36308.625	N
36309.372	N
36310.132	N
36310.875	N
36311.523	N
36312.359	N
36313.101	N
36313.846	N
36314.578	N
36315.295	N
36316.017	N
36316.737	N
36317.457	N
36318.186	N
36318.931	N
36319.680	N
36320.442	N
36321.232	N
36322.007	N
36322.789	N
36323.570	N
36324.335	N
36325.085	N
36325.820	N
36326.554	N
36327.272	N
36327.981	N
36328.699	N
36329.423	N
36330.157	N
36330.923	N
36331.696	N
36332.499	N
36333.297	N
36334.113	N
36334.954	N
36335.795	N
36336.625	N
36337.444	N
36338.233	N
36339.026	N
36339.797	N
36340.562	N
36341.337	N
36342.106	N
36342.877	N
36343.680	N
36344.499	N
36345.364	N
36346.210	N
36347.046	N
36347.873	N
36348.680	N
36349.498	N
36350.298	N
36351.091	N
36351.895	N
36352.678	N
36353.468	N
36354.281	N
36355.117	N
36355.931	N
36356.795	N
36357.690	N
36358.561	N
36359.484	N
36360.367	N
36361.218	N
36362.084	N
36362.939	N
36363.789	N
36364.663	N
36365.545	N
36366.480	N
36367.382	N
36368.266	N
36369.212	N
36370.157	N
36371.055	N
36372.015	N
36372.897	N
36373.764	N
36374.697	N
36375.623	N
36376.611	N
36377.725	N
36378.313	X
36379.732	N
36380.820	N
36381.859	N
36382.835	N
36383.841	N
36384.915	N
36385.895	N
36386.928	N
36387.955	N
36388.938	N
36389.985	N
36390.971	N
36392.050	N
36393.136	N
36394.139	N
36395.216	N
36396.184	N
36397.314	N
36398.390	N
36399.432	N
36400.575	N
36401.637	N
36402.783	N
36403.900	N
36404.948	N
36406.033	N
36407.103	N
36408.145	N
36409.238	N
36410.307	N
36411.406	N
36412.511	N
36413.461	N
36414.518	N
36415.701	N
36416.913	N
36417.993	N
36419.087	N
36420.248	N
36421.312	N
36422.417	N
36423.484	N
36424.633	N
36425.922	N
36427.134	N
36428.413	N
36429.561	N
36430.783	N
36431.967	N
36433.131	N
36434.388	N
36435.547	N
36436.828	N
36438.081	N
36439.287	N
36440.575	N
36441.768	N
36443.103	N
36444.405	N
36445.750	N
36447.151	N
36448.469	N
36449.815	N
36451.078	N
36452.352	N
36453.579	N
36454.939	N
36456.260	N
36457.636	N
36459.002	N
36460.383	N
36461.779	N
36463.078	N
36464.420	N
36465.665	N
36466.987	N
36468.360	N
36469.703	N
36471.000	N
36472.234	N
36473.539	N
36474.790	N
36476.060	N
36477.313	N
36478.507	N
36479.758	N
36480.987	N
36482.244	N
36483.547	N
36484.813	N
36486.108	N
36487.302	N
36488.500	N
36489.694	N
36490.889	N
36492.330	N
36493.643	N
36495.005	N
36496.332	N
36497.556	N
36498.843	N
36500.055	N
36501.328	N
36502.611	N
36503.822	N
36505.111	N
36506.352	N
36507.611	N
36508.835	N
36509.994	N
36511.192	N
36512.362	N
36513.513	N
36514.805	N
36515.990	N
36517.236	N
36518.472	N
36519.608	N
36520.827	N
36521.956	N
36523.147	N
36524.365	N
36525.509	N
36526.774	N
36527.986	N
36529.180	N
36530.405	N
36531.592	N
36532.883	N
36534.124	N
36535.338	N
36536.588	N
36537.768	N
36538.997	N
36540.168	N
36541.332	N
36542.518	N
36543.575	N
36544.734	N
36545.897	N
36547.032	N
36548.250	N
36549.477	N
36550.685	N
36551.906	N
36553.088	N
36554.326	N
36555.568	N
36556.784	N
36558.017	N
36559.203	N
36560.445	N
36561.672	N
36562.837	N
36564.003	N
36565.083	N
36566.282	N
36567.549	N
36568.770	N
36570.030	N
36571.238	N
36572.480	N
36573.702	N
36574.853	N
36576.050	N
36577.230	N
36578.389	N
36579.617	N
36580.792	N
36582.039	N
36583.310	N
36584.501	N
36585.758	N
36586.970	N
36588.160	N
36589.414	N
36590.626	N
36591.888	N
36593.124	N
36594.397	N
36595.705	N
36596.938	N
36598.216	N
36599.391	N
36600.625	N
36601.849	N
36603.059	N
36604.313	N
36605.483	N
36606.721	N
36607.899	N
36609.078	N
36610.283	N
36611.446	N
36612.685	N
36613.953	N
36615.226	N
36616.565	N
36617.837	N
36619.158	N
36620.482	N
36621.759	N
36623.096	N
36624.397	N
36625.852	N
36627.230	N
36628.653	N
36630.058	N
36631.322	N
36632.539	N
36633.610	N
36634.717	N
36635.945	N
36637.092	N
36638.338	N
36639.478	N
36640.656	N
36641.835	N
36642.940	N
36644.109	N
36645.308	N
36646.509	N
36647.763	N
36648.939	N
36650.171	N
36651.476	N
36652.719	N
36654.046	N
36655.281	N
36656.616	N
36657.959	N
36659.266	N
36660.579	N
36661.822	N
36663.151	N
36664.455	N
36665.792	N
36667.147	N
36668.477	N
36669.898	N
36671.189	N
36672.549	N
36673.831	N
36675.124	N
36676.392	N
36677.634	N
36679.008	N
36680.343	N
36681.704	N
36683.039	N
36684.342	N
36685.677	N
36686.977	N
36688.294	N
36689.555	N
36690.872	N
36692.115	N
36693.400	N
36694.681	N
36695.889	N
36697.124	N
36698.312	N
36699.545	N
36700.755	N
36701.942	N
36703.179	N
36704.373	N
36705.606	N
36706.860	N
36708.033	N
36709.243	N
36710.471	N
36711.643	N
36712.897	N
36714.085	N
36715.312	N
36716.544	N
36717.727	N
36718.963	N
36720.187	N
36721.423	N
36722.648	N
36723.833	N
36725.048	N
36726.218	N
36727.370	N
36728.536	N
36729.642	N
36730.783	N
36731.874	N
36733.012	N
36734.091	N
36735.156	N
36736.199	N
36737.210	N
36738.263	N
36739.271	N
36740.280	N
36741.258	N
36742.213	N
36743.149	N
36744.078	N
36745.010	N
36746.015	N
36747.070	N
36748.033	N
36748.997	N
36749.975	N
36750.904	N
36751.829	N
36752.813	N
36753.842	N
36754.831	N
36755.851	N
36756.822	N
36757.756	N
36758.720	N
36759.649	N
36760.578	N
36761.538	N
36762.502	N
36763.423	N
36764.369	N
36765.333	N
36766.246	N
36767.191	N
36768.148	N
36769.035	N
36769.865	N
36770.767	N
36771.743	N
36772.726	N
36773.680	N
36774.613	N
36775.533	N
36776.414	N
36777.304	N
36778.203	N
36779.095	N
36780.039	N
36781.007	N
36781.946	N
36782.926	N
36783.930	N
36784.905	N
36785.901	N
36786.890	N
36787.821	N
36788.773	N
36789.704	N
36790.640	N
36791.643	N
36792.585	N
36793.514	N
36794.445	N
36795.373	N
36796.261	N
36797.147	N
36797.992	N
36798.819	N
36799.625	N
36800.400	N
36801.163	N
36801.921	N
36802.658	N
36803.376	N
36804.094	N
36804.794	N
36805.492	N
36806.236	N
36807.155	N
36808.067	N
36808.992	N
36809.912	N
36810.797	N
36811.725	N
36812.650	N
36813.540	N
36814.439	N
36815.326	N
36816.186	N
36817.059	N
36817.918	N
36818.772	N
36819.614	N
36820.430	N
36821.256	N
36822.070	N
36822.881	N
36823.704	N
36824.501	N
36825.306	N
36826.110	N
36826.903	N
36827.683	N
36828.460	N
36829.258	N
36830.057	N
36830.841	N
36831.634	N
36832.423	N
36833.204	N
36833.991	N
36834.773	N
36835.539	N
36836.296	N
36837.042	N
36837.774	N
36838.493	N
36839.219	N
36839.956	N
36840.703	N
36841.454	N
36842.241	N
36843.068	N
36843.889	N
36844.715	N
36845.544	N
36846.401	N
36847.276	N
36848.130	N
36848.963	N
36849.795	N
36850.635	N
36851.452	N
36852.273	N
36853.111	N
36853.933	N
36854.774	N
36855.634	N
36856.471	N
36857.317	N
36858.205	N
36859.076	N
36859.985	N
36860.882	N
36861.778	N
36862.688	N
36863.550	N
36864.425	N
36865.286	N
36866.131	N
36866.981	N
36867.857	N
36868.727	N
36869.655	N
36870.726	N
36871.768	N
36872.844	N
36873.836	N
36874.892	N
36875.884	N
36876.790	N
36877.683	N
36878.556	N
36879.413	N
36880.313	N
36881.218	N
36882.203	N
36883.326	N
36884.452	N
36885.734	N
36886.937	N
36888.167	N
36889.351	N
36890.502	N
36891.626	N
36892.663	N
36893.716	N
36894.735	N
36895.758	N
36896.733	N
36897.734	N
36898.713	N
36899.689	N
36900.617	N
36901.580	N
36902.546	N
36903.475	N
36904.443	N
36905.408	N
36906.328	N
36907.247	N
36908.211	N
36909.207	N
36910.213	N
36911.250	N
36912.328	N
36913.432	N
36914.454	N
36915.469	N
36916.532	N
36917.572	N
36918.714	N
36919.778	N
36920.805	N
36921.888	N
36922.912	N
36923.889	N
36924.794	N
36925.679	N
36926.520	N
36927.325	N
36928.117	N
36928.880	N
36929.647	N
36930.408	N
36931.157	N
36931.896	N
36932.662	N
36933.481	N
36934.301	N
36935.126	N
36935.984	N
36936.874	N
36937.758	N
36938.680	N
36939.608	N
36940.498	N
36941.391	N
36942.295	N
36943.170	N
36944.056	N
36944.913	N
36945.796	N
36946.685	N
36947.566	N
36948.491	N
36949.482	N
36950.436	N
36951.503	N
36952.532	N
36953.545	N
36954.562	N
36955.522	N
36956.483	N
36957.442	N
36958.371	N
36959.378	N
36960.365	N
36961.346	N
36962.350	N
36963.318	N
36964.311	N
36965.295	N
36966.249	N
36967.224	N
36968.187	N
36969.149	N
36970.158	N
36971.129	N
36972.085	N
36973.050	N
36974.054	N
36975.058	N
36976.119	N
36977.210	N
36978.212	N
36979.210	N
36980.250	N
36981.280	N
36982.317	N
36983.359	N
36984.393	N
36985.329	N
36986.282	N
36987.250	N
36988.179	N
36989.148	N
36990.093	N
36991.016	N
36991.934	N
36992.887	N
36993.953	N
36994.930	N
36995.963	N
36997.040	N
36998.048	N
36999.107	N
37000.224	N
37001.244	N
37002.377	N
37003.519	N
37004.618	N
37005.809	N
37006.850	N
37007.985	N
37009.062	N
37010.118	N
37011.251	N
37012.353	N
37013.456	N
37014.709	N
37015.890	N
37017.084	N
37018.288	N
37019.391	N
37020.581	N
37021.775	N
37022.904	N
37024.117	N
37025.212	N
37026.334	N
37027.454	N
37028.508	N
37029.607	N
37030.679	N
37031.687	N
37032.793	N
37033.873	N
37034.889	N
37035.966	N
37036.977	N
37038.009	N
37039.031	N
37040.029	N
37041.065	N
37042.073	N
37043.066	N
37044.057	N
37045.089	N
37046.086	N
37047.085	N
37048.092	N
37049.077	N
37050.040	N
37051.038	N
37052.048	N
37053.036	N
37054.060	N
37055.073	N
37056.069	N
37057.085	N
37058.117	N
37059.120	N
37060.117	N
37061.171	N
37062.248	N
37063.259	N
37064.338	N
37065.383	N
37066.383	N
37067.438	N
37068.484	N
37069.485	N
37070.516	N
37071.564	N
37072.560	N
37073.586	N
37074.625	N
37075.624	N
37076.662	N
37077.698	N
37078.702	N
37079.722	N
37080.796	N
37081.811	N
37082.844	N
37083.884	N
37084.919	N
37085.955	N
37087.031	N
37088.052	N
37089.046	N
37090.079	N
37091.070	N
37092.081	N
37093.169	N
37094.283	N
37095.373	N
37096.508	N
37097.603	N
37098.666	N
37099.729	N
37100.703	N
37101.672	N
37102.624	N
37103.526	N
37104.412	N
37105.280	N
37106.126	N
37106.982	N
37107.851	N
37108.731	N
37109.625	N
37110.569	N
37111.513	N
37112.468	N
37113.438	N
37114.376	N
37115.328	N
37116.310	N
37117.289	N
37118.245	N
37119.226	N
37120.227	N
37121.200	N
37122.197	N
37123.201	N
37124.207	N
37125.156	N
37126.128	N
37127.125	N
37128.125	N
37129.131	N
37130.149	N
37131.164	N
37132.163	N
37133.191	N
37134.218	N
37135.205	N
37136.203	N
37137.212	N
37138.163	N
37139.134	N
37140.109	N
37141.054	N
37142.030	N
37143.039	N
37144.023	N
37145.026	N
37146.073	N
37147.069	N
37148.046	N
37149.022	N
37149.976	N
37150.899	N
37151.860	N
37152.807	N
37153.715	N
37154.633	N
37155.552	N
37156.454	N
37157.394	N
37158.349	N
37159.278	N
37160.218	N
37161.164	N
37162.071	N
37163.013	N
37163.940	N
37164.839	N
37165.783	N
37166.727	N
37167.659	N
37168.617	N
37169.570	N
37170.499	N
37171.445	N
37172.376	N
37173.280	N
37174.198	N
37175.124	N
37176.029	N
37176.984	N
37177.990	N
37178.979	N
37180.116	N
37181.316	N
37182.421	N
37183.625	N
37184.704	N
37185.750	N
37186.793	N
37187.772	N
37188.726	N
37189.706	N
37190.679	N
37191.634	N
37192.632	N
37193.632	N
37194.655	N
37195.758	N
37196.820	N
37197.999	N
37199.148	N
37200.243	N
37201.400	N
37202.542	N
37203.600	N
37204.765	N
37205.930	N
37207.005	N
37208.206	N
37209.415	N
37210.612	N
37211.891	N
37213.094	N
37214.290	N
37215.555	N
37216.761	N
37218.047	N
37219.327	N
37220.585	N
37221.929	N
37223.262	N
37224.667	N
37225.976	N
37227.315	N
37228.744	N
37230.078	N
37231.584	N
37232.962	N
37234.468	N
37235.952	N
37237.287	N
37238.775	N
37240.048	N
37241.451	N
37242.803	N
37244.130	N
37245.922	N
37247.398	N
37248.689	N
37249.957	N
37251.308	N
37252.543	N
37253.893	N
37255.276	N
37256.615	N
37257.975	N
37259.195	N
37260.555	N
37261.884	N
37263.219	N
37264.729	N
37266.187	N
37267.601	N
37268.782	N
37270.168	N
37271.413	N
37272.748	N
37274.000	N
37275.236	N
37276.635	N
37277.883	N
37279.149	N
37280.367	N
37281.512	N
37282.716	N
37283.890	N
37284.971	N
37286.135	N
37287.374	N
37288.591	N
37290.379	N
37291.914	N
37293.340	N
37294.756	N
37296.184	N
37297.725	N
37299.168	N
37300.662	N
37302.053	N
37303.493	N
37304.929	N
37306.375	N
37307.738	N
37309.054	N
37310.382	N
37311.655	N
37312.976	N
37314.372	N
37315.706	N
37317.069	N
37318.305	N
37319.656	N
37321.034	N
37322.351	N
37323.728	N
37325.037	N
37326.327	N
37327.647	N
37328.862	N
37330.203	N
37331.539	N
37332.874	N
37334.283	N
37335.571	N
37336.923	N
37338.249	N
37339.580	N
37340.950	N
37342.241	N
37343.588	N
37344.868	N
37346.190	N
37347.548	N
37348.822	N
37350.170	N
37351.426	N
37352.685	N
37354.019	N
37355.283	N
37356.667	N
37358.094	N
37359.445	N
37360.767	N
37362.042	N
37363.401	N
37364.727	N
37366.110	N
37367.442	N
37368.728	N
37370.133	N
37371.423	N
37372.797	N
37374.118	N
37375.423	N
37376.762	N
37378.078	N
37379.445	N
37380.691	N
37381.991	N
37383.226	N
37384.515	N
37385.852	N
37387.098	N
37388.404	N
37389.703	N
37390.914	N
37392.087	N
37393.234	N
37394.345	N
37395.717	N
37397.093	N
37398.479	N
37399.928	N
37401.242	N
37402.654	N
37404.070	N
37405.442	N
37406.890	N
37408.269	N
37409.797	N
37411.392	N
37412.924	N
37414.495	N
37415.929	N
37417.782	N
37419.277	N
37420.906	N
37422.380	N
37423.877	N
37425.586	N
37427.053	N
37428.633	N
37430.087	N
37431.655	N
37433.189	N
37434.688	N
37436.179	N
37437.508	N
37438.929	N
37440.459	N
37441.915	N
37443.476	N
37444.883	N
37446.414	N
37447.827	N
37449.228	N
37450.679	N
37451.977	N
37453.343	N
37454.673	N
37455.988	N
37457.483	N
37458.863	N
37460.317	N
37461.719	N
37463.040	N
37464.415	N
37465.705	N
37466.976	N
37468.304	N
37469.544	N
37470.874	N
37472.274	N
37473.613	N
37475.008	N
37476.335	N
37477.585	N
37478.837	N
37479.926	N
37481.048	N
37482.228	N
37483.296	N
37484.555	N
37485.779	N
37486.963	N
37488.181	N
37489.337	N
37490.491	N
37491.664	N
37492.834	N
37494.002	N
37495.227	N
37496.313	N
37497.434	N
37498.548	N
37499.591	N
37500.625	N
37501.771	N
37502.974	N
37504.132	N
37505.392	N
37506.656	N
37507.857	N
37509.209	N
37510.627	N
37511.936	N
37513.290	N
37514.603	N
37515.921	N
37517.269	N
37518.515	N
37519.854	N
37521.124	N
37522.394	N
37523.672	N
37524.913	N
37526.197	N
37527.483	N
37528.734	N
37530.055	N
37531.302	N
