time	annotations
25680.577	N
25681.864	N
25683.210	N
25684.557	N
25685.793	N
25687.066	N
25688.204	N
25689.396	N
25690.822	N
25692.189	N
25693.633	N
25694.937	N
25696.234	N
25697.571	N
25698.823	N
25700.170	N
25701.543	N
25702.882	N
25704.476	N
25705.794	N
25707.140	N
25708.414	N
25709.710	N
25711.088	N
25712.400	N
25713.680	N
25714.806	N
25715.891	N
25717.580	N
25719.094	N
25720.593	N
25721.944	N
25723.382	N
25724.907	N
25726.411	N
25727.984	N
25729.459	N
25731.116	N
25732.685	N
25734.720	N
25736.234	N
25738.015	N
25739.555	N
25741.241	N
25742.858	N
25744.602	N
25746.186	N
25747.866	N
25749.375	N
25750.889	N
25752.589	N
25754.220	N
25755.757	N
25757.136	N
25758.674	N
25760.207	N
25761.735	N
25763.052	N
25764.306	N
25765.547	N
25766.707	N
25767.928	N
25769.187	N
25770.374	N
25771.658	N
25772.930	N
25774.304	N
25775.854	N
25777.259	N
25778.964	N
25780.451	N
25782.031	N
25783.499	N
25785.025	N
25786.399	N
25787.836	N
25789.679	N
25791.265	N
25792.820	N
25794.302	N
25795.798	N
25797.221	N
25798.750	N
25800.140	N
25801.686	N
25803.215	N
25804.972	N
25806.522	N
25808.172	N
25809.698	N
25811.390	N
25812.922	N
25814.516	N
25816.057	N
25817.718	N
25819.244	N
25820.804	N
25822.304	N
25823.794	N
25825.543	N
25827.012	N
25828.529	N
25829.995	N
25831.516	N
25832.958	N
25834.496	N
25835.877	N
25837.402	N
25838.806	N
25840.258	N
25841.680	N
25843.148	N
25844.722	N
25846.209	N
25847.713	N
25849.203	N
25850.646	N
25852.288	N
25853.767	N
25855.313	N
25856.894	N
25858.415	N
25859.932	N
25861.290	N
25862.855	N
25864.320	N
25865.723	N
25867.238	N
25868.616	N
25870.095	N
25871.558	N
25873.133	N
25874.657	N
25876.165	N
25877.688	N
25879.062	N
25880.518	N
25881.963	N
25883.374	N
25884.928	N
25886.342	N
25887.926	N
25889.367	N
25890.706	N
25892.094	N
25893.396	N
25894.916	N
25896.413	N
25897.905	N
25899.403	N
25900.742	N
25902.191	N
25903.572	N
25904.954	N
25906.347	N
25907.697	N
25909.387	N
25910.982	N
25912.554	N
25914.030	N
25915.491	N
25916.846	N
25918.291	N
25919.933	N
25921.468	N
25922.977	N
25924.604	N
25926.296	N
25927.877	N
25929.335	N
25930.842	N
25932.330	N
25933.983	N
25935.513	N
25937.101	N
25938.669	N
25940.130	N
25941.540	N
25943.282	N
25944.814	N
25946.430	N
25947.907	N
25949.328	N
25950.812	N
25952.200	N
25953.893	N
25955.414	N
25957.026	N
25958.624	N
25960.166	N
25961.867	N
25963.569	N
25965.181	N
25966.906	N
25968.657	N
25970.212	N
25972.013	N
25973.602	N
25975.396	N
25976.924	N
25978.680	N
25980.248	N
25981.782	N
25983.422	N
25984.891	N
25986.657	N
25988.155	N
25989.953	N
25991.466	N
25993.358	N
25994.915	N
25996.617	N
25998.288	N
26000.155	N
26001.829	N
26003.336	N
26004.912	N
26006.298	N
26007.906	N
26009.461	N
26010.906	N
26012.439	N
26013.811	N
26015.929	N
26017.450	N
26018.979	N
26020.544	N
26022.080	N
26023.820	N
26025.436	N
26027.243	N
26028.690	N
26030.124	N
26031.608	N
26033.070	N
26034.514	N
26035.961	N
26037.615	N
26039.297	N
26040.971	N
26042.701	N
26044.333	N
26045.977	N
26047.857	N
26049.684	N
26051.305	N
26052.978	N
26054.687	N
26056.650	N
26058.267	N
26060.044	N
26061.710	N
26063.506	N
26065.076	N
26066.800	N
26068.290	N
26069.699	N
26071.285	N
26072.696	N
26074.195	N
26075.749	N
26077.133	N
26078.717	N
26080.095	N
26081.514	N
26082.966	N
26084.367	N
26086.446	N
26087.867	N
26089.316	N
26090.750	N
26092.056	N
26093.399	N
26094.718	N
26096.285	N
26097.726	N
26099.133	N
26100.541	N
26101.891	N
26103.405	N
26104.728	N
26106.104	N
26107.564	N
26108.884	N
26110.218	N
26111.638	N
26112.929	N
26114.206	N
26115.516	N
26116.786	N
26118.076	N
26119.552	N
26120.882	N
26122.295	N
26123.784	N
26125.295	N
26126.964	N
26128.493	N
26130.321	N
26131.882	N
26133.567	N
26135.156	N
26136.940	N
26138.617	N
26140.431	N
26141.938	N
26143.452	N
26145.016	N
26146.993	N
26148.693	N
26150.458	N
26152.170	N
26153.867	N
26155.634	N
26157.522	N
26159.087	N
26160.679	N
26162.446	N
26164.028	N
26165.840	N
26167.560	N
26169.335	N
26171.206	N
26173.086	N
26174.726	N
26176.399	N
26177.917	N
26179.695	N
26181.243	N
26183.082	N
26184.749	N
26186.486	N
26188.154	N
26190.008	N
26191.766	N
26193.336	N
26195.203	N
26196.843	N
26198.902	N
26200.442	N
26202.484	N
26204.116	N
26205.992	N
26207.568	N
26209.216	N
26210.744	N
26212.212	N
26213.687	N
26215.088	N
26216.749	N
26218.216	N
26219.546	N
26221.256	N
26222.845	N
26224.712	N
26226.303	N
26227.992	N
26229.578	N
26231.053	N
26233.070	N
26234.773	N
26236.475	N
26237.855	N
26239.679	N
26241.204	N
26243.086	N
26244.803	N
26246.328	N
26247.813	N
26249.326	N
26250.611	N
26252.107	N
26253.502	N
26254.649	N
26255.870	N
26257.177	N
26258.545	N
26259.960	N
26261.313	N
26262.773	N
26264.171	N
26265.636	N
26267.134	N
26268.585	N
26270.208	N
26271.708	N
26273.241	N
26274.854	N
26276.535	N
26278.008	N
26279.530	N
26281.071	N
26282.584	N
26283.992	N
26285.892	N
26288.035	N
26289.936	N
26292.017	N
26293.806	N
26295.650	N
26297.439	N
26299.499	N
26301.319	N
26303.281	N
26305.084	N
26307.320	N
26309.069	N
26310.454	N
26312.016	N
26313.453	N
26315.312	N
26316.846	N
26318.767	N
26320.275	N
26321.749	N
26323.309	N
26324.729	N
26326.273	N
26327.761	N
26329.189	N
26330.783	N
26332.352	N
26334.156	N
26335.766	N
26337.612	N
26339.317	N
26340.877	N
26342.556	N
26344.266	N
26346.276	N
26348.008	N
26349.698	N
26351.328	N
26352.931	N
26354.727	N
26356.280	N
26357.954	N
26359.571	N
26361.234	N
26362.868	N
26364.430	N
26366.157	N
26367.760	N
26369.735	N
26371.296	N
26372.825	N
26374.725	N
26376.199	N
26377.868	N
26379.276	N
26380.572	N
26382.022	N
26383.586	N
26385.397	N
26386.922	N
26388.478	N
26390.107	N
26391.750	N
26393.430	N
26394.986	N
26396.806	N
26398.326	N
26400.233	N
26401.836	N
26403.092	N
26404.226	N
26405.423	N
26406.545	N
26407.871	N
26409.108	N
26410.563	N
26411.882	N
26413.115	N
26414.267	N
26415.312	N
26416.363	N
26417.419	N
26418.491	N
26419.692	N
26420.894	N
26422.187	N
26423.512	N
26424.649	N
26425.771	N
26426.822	N
26427.881	N
26428.978	N
26430.037	N
26431.104	N
26432.289	N
26433.540	N
26434.796	N
26435.951	N
26437.023	N
26438.176	N
26439.438	N
26440.669	N
26442.057	N
26443.388	N
26444.563	N
26445.728	N
26446.772	N
26447.877	N
26449.133	N
26450.462	N
26452.312	N
26453.803	N
26455.266	N
26456.717	N
26458.263	N
26459.697	N
26461.508	N
26463.072	N
26464.750	N
26466.414	N
26468.123	N
26469.748	N
26471.592	N
26473.508	N
26475.182	N
26476.976	N
26478.721	N
26480.301	N
26482.181	N
26483.798	N
26485.562	N
26487.462	N
26489.327	N
26491.264	N
26492.922	N
26494.573	N
26496.219	N
26497.843	N
26499.565	N
26501.306	N
26503.024	N
26504.587	N
26506.338	N
26508.099	N
26509.886	N
26511.618	N
26513.501	N
26515.219	N
26517.147	N
26518.790	N
26520.772	N
26522.491	N
26524.319	N
26525.985	N
26527.896	N
26529.611	N
26531.365	N
26533.031	N
26534.578	N
26536.443	N
26538.219	N
26539.937	N
26541.743	N
26543.493	N
26545.133	N
26546.766	N
26548.287	N
26550.125	N
26551.713	N
26553.485	N
26554.982	N
26556.389	N
26557.669	N
26558.948	N
26560.719	N
26562.456	N
26564.463	N
26566.055	N
26567.703	N
26569.233	N
26570.931	N
26572.539	N
26574.142	N
26575.846	N
26577.585	N
26579.302	N
26581.125	N
26583.087	N
26584.684	N
26586.431	N
26588.111	N
26590.068	N
26591.766	N
26593.505	N
26595.101	N
26596.729	N
26598.195	N
26600.126	N
26601.803	N
26603.030	N
26604.212	N
26605.571	N
26606.899	N
26608.353	N
26609.679	N
26611.126	N
26612.462	N
26613.779	N
26615.149	N
26616.418	N
26617.812	N
26619.297	N
26620.718	N
26622.206	N
26623.687	N
26625.585	N
26627.171	N
26628.774	N
26630.475	N
26632.251	N
26634.052	N
26635.760	N
26637.695	N
26639.446	N
26641.652	N
26643.453	N
26645.368	N
26647.031	N
26648.715	N
26650.503	N
26652.408	N
26654.156	N
26656.046	N
26657.849	N
26659.529	N
26661.097	N
26662.491	N
26664.508	N
26666.149	N
26667.882	N
26669.442	N
26670.892	N
26672.310	N
26673.546	N
26674.745	N
26675.858	N
26676.930	S
26678.220	N
26679.820	N
26681.230	N
26682.741	N
26684.127	N
26685.586	N
26687.173	N
26688.617	N
26690.164	N
26691.630	N
26693.330	N
26694.922	N
26696.593	N
26698.408	N
26700.156	N
26701.844	N
26703.461	N
26705.411	N
26707.126	N
26709.252	N
26710.905	N
26712.838	N
26714.570	N
26716.485	N
26718.118	N
26720.152	N
26721.793	N
26723.451	N
26725.104	N
26727.162	N
26728.987	N
26730.900	N
26732.717	N
26734.342	N
26736.110	N
26738.064	N
26739.875	N
26741.787	N
26743.529	N
26745.297	N
26747.056	N
26749.099	N
26750.943	N
26752.781	N
26754.490	N
26756.125	N
26757.942	N
26759.679	N
26761.383	N
26763.178	N
26764.927	N
26766.513	N
26768.139	N
26769.786	N
26771.484	N
26773.140	N
26774.907	N
26776.534	N
26778.127	N
26779.664	N
26781.336	N
26782.984	N
26784.929	N
26786.935	N
26788.601	N
26790.360	N
26792.173	N
26794.172	N
26795.896	N
26797.645	N
26799.208	N
26800.993	N
26802.641	N
26804.425	N
26806.119	N
26808.007	N
26809.791	N
26811.397	N
26813.130	N
26814.897	N
26816.874	N
26818.518	N
26820.407	N
26822.137	N
26823.889	N
26825.546	N
26827.166	N
26829.032	N
26830.642	N
26832.526	N
26834.164	N
26836.097	N
26837.727	N
26839.567	N
26841.281	N
26842.972	N
26844.765	N
26846.560	N
26848.254	N
26850.039	N
26851.990	N
26853.648	N
26855.432	N
26856.975	N
26858.704	N
26860.558	N
26862.289	N
26864.215	N
26865.976	N
26867.866	N
26869.711	N
26871.758	N
26873.672	N
26875.361	N
26877.278	N
26879.155	N
26881.059	N
26882.862	N
26884.412	N
26886.204	N
26887.719	N
26889.337	N
26891.164	N
26892.910	N
26894.734	N
26896.417	N
26898.002	N
26899.857	N
26901.525	N
26902.796	N
26903.958	N
26905.001	S
26906.189	N
26907.247	N
26908.319	N
26909.398	N
26910.421	N
26911.382	N
26912.341	N
26913.304	N
26914.221	N
26915.118	N
26916.007	N
26916.883	N
26917.731	N
26918.561	N
26919.389	N
26920.220	N
26921.048	N
26921.853	N
26922.654	N
26923.461	N
26924.278	N
26925.140	N
26926.056	N
26927.032	N
26928.131	N
26929.224	N
26930.257	N
26931.311	N
26932.367	N
26933.443	N
26934.476	N
26935.485	N
26936.546	N
26937.639	N
26938.672	N
26939.797	N
26940.950	N
26942.072	N
26943.264	N
26944.419	N
26945.630	N
26946.813	N
26948.002	N
26949.148	N
26950.406	N
26951.730	N
26952.959	N
26954.336	N
26955.557	N
26956.804	N
26958.076	N
26959.350	N
26960.544	N
26961.810	N
26963.008	N
26964.266	N
26965.537	N
26966.734	N
26968.095	N
26969.446	N
26970.611	N
26971.762	N
26972.833	N
26973.853	N
26974.898	N
26975.934	N
26976.912	N
26977.913	N
26978.885	N
26979.811	N
26980.710	N
26981.608	N
26982.491	N
26983.410	N
26984.306	N
26985.280	N
26986.358	N
26987.679	N
26988.845	N
26990.133	N
26991.367	N
26992.681	N
26993.951	N
26995.165	N
26996.212	N
26997.242	N
26998.379	N
26999.649	N
27001.036	N
27002.382	N
27003.686	N
27004.883	N
27006.244	N
27007.649	N
27008.938	N
27010.523	N
27011.986	N
27013.320	N
27014.703	N
27016.053	N
27017.513	N
27018.843	N
27020.204	N
27021.438	N
27022.685	N
27023.960	N
27025.234	N
27026.375	N
27027.628	N
27028.906	N
27030.180	N
27031.227	N
27032.371	N
27033.605	N
27034.753	N
27035.960	N
27037.044	N
27038.166	N
27039.250	N
27040.304	N
27041.399	N
27042.624	N
27043.931	N
27045.130	N
27046.343	N
27047.429	N
27048.530	N
27049.726	N
27050.912	N
27052.102	N
27053.436	N
27054.913	N
27056.287	N
27057.516	N
27058.711	N
27059.850	N
27061.109	N
27062.428	N
27063.697	N
27065.071	N
27066.366	N
27067.679	N
27068.952	N
27070.148	N
27071.368	N
27072.647	N
27073.959	N
27075.229	N
27076.407	N
27077.544	N
27078.736	N
27079.943	N
27081.095	N
27082.293	N
27083.641	N
27084.934	N
27086.097	N
27087.312	N
27088.526	N
27089.626	N
27090.845	N
27092.179	N
27093.561	N
27094.845	N
27096.124	N
27097.379	N
27098.580	N
27099.913	N
27101.307	N
27102.614	N
27103.985	N
27105.288	N
27106.500	N
27107.777	N
27109.029	N
27110.367	N
27111.726	N
27113.111	N
27114.461	N
27115.594	N
27116.769	N
27117.966	N
27119.141	N
27120.196	N
27121.281	N
27122.491	N
27123.760	N
27125.078	N
27126.377	N
27127.485	N
27128.687	N
27129.925	N
27131.326	N
27132.704	N
27134.236	N
27135.658	N
27136.808	N
27138.067	N
27139.475	N
27140.756	N
27142.080	N
27143.439	N
27144.623	N
27145.983	N
27147.270	N
27148.486	N
27149.760	N
27150.865	N
27152.064	N
27153.345	N
27154.523	N
27155.647	N
27156.883	N
27158.128	N
27159.409	N
27160.678	N
27161.960	N
27163.234	N
27164.486	N
27165.843	N
27167.187	N
27168.580	N
27169.969	N
27171.492	N
27173.001	N
27174.458	N
27175.893	N
27177.574	N
27179.301	N
27181.042	N
27182.523	N
27184.024	N
27185.545	N
27186.908	N
27188.102	N
27189.196	N
27190.187	N
27191.259	N
27192.324	N
27193.477	N
27194.688	N
27195.957	N
27197.260	N
27198.537	N
27199.806	N
27201.078	N
27202.600	N
27204.104	N
27205.556	N
27206.999	N
27208.478	N
27210.028	N
27211.583	N
27212.922	N
27214.299	N
27215.522	N
27216.872	N
27218.296	N
27219.626	N
27220.891	N
27222.172	N
27223.546	N
27224.935	N
27226.380	N
27227.766	N
27229.131	N
27230.578	N
27231.938	N
27233.358	N
27234.803	N
27236.209	N
27237.516	N
27238.946	N
27240.155	N
27241.464	N
27242.734	N
27243.842	N
27244.989	N
27246.173	N
27247.414	N
27248.676	N
27249.986	N
27251.407	N
27252.714	N
27254.036	N
27255.343	N
27256.649	N
27257.969	N
27259.289	N
27260.593	N
27261.858	N
27263.178	N
27264.540	N
27265.733	N
27267.028	N
27268.311	N
27269.576	N
27270.781	N
27271.867	N
27272.889	N
27273.955	N
27275.033	N
27276.086	N
27277.275	N
27278.556	N
27279.833	N
27281.139	N
27282.317	N
27283.577	N
27284.829	N
27285.956	N
27287.142	N
27288.324	N
27289.475	N
27290.583	N
27291.639	N
27292.837	N
27294.041	N
27295.265	N
27296.426	N
27297.624	N
27298.813	N
27300.026	N
27301.243	N
27302.536	N
27303.779	N
27305.163	N
27306.812	N
27308.385	N
27309.818	N
27311.185	N
27312.563	N
27314.015	N
27315.508	N
27316.867	N
27318.242	N
27319.558	N
27321.455	N
27322.920	N
27324.320	N
27325.594	N
27327.542	N
27329.102	N
27330.349	N
27331.545	N
27332.836	N
27334.263	N
27335.482	N
27336.793	N
27338.166	N
27339.532	N
27340.751	N
27342.036	N
27343.420	N
27344.620	N
27345.883	N
27347.165	N
27348.320	N
27349.499	N
27350.678	N
27351.805	N
27352.813	N
27353.931	N
27355.065	N
27356.189	N
27357.395	N
27358.665	N
27359.801	N
27360.785	N
27361.890	N
27363.105	N
27364.447	N
27365.750	N
27366.964	N
27368.189	N
27369.451	N
27370.779	N
27372.764	N
27374.307	N
27375.727	N
27377.029	N
27378.305	N
27379.603	N
27381.178	N
27382.555	N
27383.765	N
27385.156	N
27386.526	N
27387.866	N
27389.134	N
27390.453	N
27391.679	N
27392.898	N
27394.233	N
27395.540	N
27396.915	N
27398.284	N
27399.642	N
27401.102	N
27402.462	N
27403.931	N
27405.320	N
27406.733	N
27408.212	N
27409.859	N
27411.259	N
27412.734	N
27414.181	N
27415.632	N
27417.008	N
27418.391	N
27419.954	N
27421.380	N
27422.853	N
27424.203	N
27425.639	N
27427.090	N
27428.624	N
27430.008	N
27431.423	N
27432.786	N
27434.195	N
27435.712	N
27437.117	N
27438.541	N
27439.928	N
27441.378	N
27442.672	N
27443.993	N
27445.334	N
27446.655	N
27448.044	N
27449.350	N
27450.754	N
27452.055	N
27453.357	N
27454.475	N
27455.696	N
27456.951	N
27458.219	N
27459.557	N
27460.846	N
27462.221	N
27463.601	N
27465.039	N
27466.571	N
27468.063	N
27469.598	N
27471.133	N
27472.992	N
27474.625	N
27476.264	N
27477.833	N
27479.480	N
27481.119	N
27482.721	N
27484.178	N
27485.637	N
27486.990	N
27488.367	N
27489.679	N
27491.008	N
27492.384	N
27493.713	N
27495.054	N
27496.330	N
27497.692	N
27499.078	N
27500.455	N
27501.890	N
27503.207	N
27504.561	N
27505.913	N
27507.297	N
27508.751	N
27510.100	N
27511.494	N
27512.815	N
27514.244	N
27515.618	N
27517.045	N
27518.462	N
27519.835	N
27521.250	N
27522.595	N
27523.962	N
27525.298	N
27526.716	N
27528.072	N
27529.397	N
27530.740	N
27532.043	N
27533.439	N
27534.790	N
27536.219	N
27537.594	N
27538.925	N
27540.079	N
27541.165	N
27542.199	N
27543.399	N
27544.609	N
27545.926	N
27547.212	N
27548.514	N
27549.806	N
27551.028	N
27552.318	N
27553.587	N
27554.893	N
27556.247	N
27557.577	N
27559.047	N
27560.378	N
27561.785	N
27563.111	N
27564.469	N
27565.789	N
27567.045	N
27568.329	N
27569.630	N
27570.998	N
27572.563	N
27574.002	N
27575.436	N
27576.835	N
27578.219	N
27579.507	N
27580.870	N
27582.218	N
27583.625	N
27584.986	N
27586.366	N
27587.783	N
27589.203	N
27590.635	N
27591.956	N
27593.285	N
27594.649	N
27596.228	N
27597.618	N
27599.077	N
27600.485	N
27601.873	N
27603.260	N
27604.688	N
27606.250	N
27607.674	N
27609.185	N
27610.595	N
27612.101	N
27613.493	N
27614.929	N
27616.229	N
27617.743	N
27618.986	N
27620.226	N
27621.511	N
27622.839	N
27624.181	N
27625.587	N
27626.922	N
27628.314	N
27629.677	N
27631.125	N
27632.660	N
27634.180	N
27635.842	N
27637.342	N
27638.939	N
27640.331	N
27642.391	N
27643.937	N
27645.546	N
27647.044	N
27648.683	N
27650.173	N
27651.839	N
27653.343	N
27655.033	N
27656.519	N
27658.115	N
27659.640	N
27661.153	N
27662.577	N
27663.994	N
27665.569	N
27667.031	N
27668.443	N
27669.796	N
27671.225	N
27672.587	N
27674.048	N
27675.471	N
27676.953	N
27678.314	N
27679.719	N
27681.058	N
27682.392	N
27683.743	N
27685.042	N
27686.482	N
27687.866	N
27689.284	N
27690.725	N
27692.066	N
27693.445	N
27694.723	N
27696.086	N
27697.404	N
27698.703	N
27700.085	N
27701.404	N
27702.766	N
27704.086	N
27705.622	N
27707.029	N
27708.454	N
27709.883	N
27711.276	N
27712.798	N
27714.165	N
27715.736	N
27717.169	N
27718.720	N
27720.216	N
27721.938	N
27723.391	N
27724.796	N
27726.211	N
27727.569	N
27728.939	N
27730.298	N
27731.735	N
27732.999	N
27734.062	N
27735.193	N
27736.479	N
27737.813	N
27739.110	N
27740.462	N
27741.721	N
27743.016	N
27744.234	N
27745.458	N
27746.755	N
27748.027	N
27749.294	N
27750.690	N
27752.019	N
27753.383	N
27754.712	N
27756.095	N
27757.468	N
27758.836	N
27760.197	N
27761.465	N
27762.860	N
27764.211	N
27765.625	N
27767.034	N
27768.288	N
27769.579	N
27770.813	N
27772.149	N
27773.501	N
27774.843	N
27776.309	N
27777.644	N
27779.039	N
27780.400	N
27781.809	N
27783.138	N
27784.327	N
27785.539	N
27786.722	N
27788.085	N
27789.493	N
27790.903	N
27792.303	N
27793.650	N
27795.053	N
27796.414	N
27797.869	N
27799.280	N
27800.766	N
27802.224	N
27803.665	N
27805.069	N
27806.395	N
27807.781	N
27809.136	N
27810.611	N
27812.008	N
27813.541	N
27815.047	N
27816.460	N
27817.891	N
27819.320	N
27820.876	N
27822.484	N
27824.065	N
27825.576	N
27827.101	N
27828.563	N
27830.279	N
27831.820	N
27833.444	N
27835.051	N
27836.615	N
27838.084	N
27839.639	N
27841.126	N
27842.672	N
27844.077	N
27845.556	N
27846.943	N
27848.449	N
27849.874	N
27851.301	N
27852.820	N
27854.290	N
27855.959	N
27857.346	N
27858.678	N
27860.000	N
27861.453	N
27862.905	N
27864.390	N
27865.878	N
27867.313	N
27868.805	N
27870.224	N
27871.672	N
27873.004	N
27874.422	N
27875.798	N
27877.205	N
27878.665	N
27880.064	N
27881.494	N
27882.849	N
27884.268	N
27885.632	N
27887.073	N
27888.466	N
27889.892	N
27891.329	N
27892.740	N
27894.208	N
27895.592	N
27897.031	N
27898.479	N
27900.032	N
27901.508	N
27902.938	N
27904.376	N
27905.697	N
27907.046	N
27908.349	N
27909.947	N
27911.430	N
27912.872	N
27914.233	N
27915.524	N
27916.867	N
27918.172	N
27919.551	N
27920.882	N
27922.241	N
27923.592	N
27924.907	N
27926.334	N
27927.641	N
27928.978	N
27930.233	N
27931.531	N
27932.843	N
27934.121	N
27935.462	N
27936.726	N
27938.029	N
27939.313	N
27940.564	N
27941.820	N
27942.993	N
27944.183	N
27945.297	N
27946.468	N
27947.685	N
27948.967	N
27950.194	N
27951.484	N
27952.782	N
27954.031	N
27955.396	N
27956.705	N
27958.060	N
27959.570	N
27960.963	N
27962.534	N
27963.949	N
27965.570	N
27967.024	N
27968.626	N
27970.114	N
27971.788	N
27973.283	N
27974.874	N
27976.306	N
27977.926	N
27979.375	N
27980.918	N
27982.364	N
27983.844	N
27985.253	N
27986.352	N
27987.581	N
27988.891	N
27990.306	N
27991.611	N
27992.968	N
27994.240	N
27995.488	N
27996.742	N
27997.998	N
27999.249	N
28000.477	N
28001.825	N
28003.349	N
28004.822	N
28006.444	N
28007.966	N
28009.568	N
28011.148	N
28012.772	N
28014.299	N
28016.020	N
28017.636	N
28019.210	N
28020.823	N
28022.385	N
28024.200	N
28025.827	N
28027.478	N
28028.929	N
28030.375	N
28031.979	N
28033.557	N
28035.250	N
28036.929	N
28038.525	N
28040.056	N
28041.585	N
28043.039	N
28044.537	N
28046.045	N
28047.721	N
28049.287	N
28050.869	N
28052.384	N
28053.924	N
28055.323	N
28056.844	N
28058.266	N
28059.774	N
28061.245	N
28062.762	N
28064.181	N
28065.649	N
28067.063	N
28068.456	N
28069.834	N
28071.126	N
28072.508	N
28073.852	N
28075.360	N
28076.772	N
28078.229	N
28079.618	N
28080.971	N
28082.370	N
28083.698	N
28085.017	N
28086.296	N
28087.743	N
28089.141	N
28090.556	N
28091.917	N
28093.303	N
28094.685	N
28095.993	N
28097.312	N
28098.570	N
28099.919	N
28101.287	N
28102.696	N
28104.135	N
28105.483	N
28106.908	N
28108.249	N
28109.617	N
28110.937	N
28112.329	N
28113.708	N
28115.035	N
28116.421	N
28117.807	N
28119.239	N
28120.533	N
28121.851	N
28123.150	N
28124.485	N
28125.881	N
28127.237	N
28128.635	N
28130.015	N
28131.513	N
28132.940	N
28134.436	N
28135.901	N
28137.545	N
28139.028	N
28140.461	N
28141.875	N
28143.215	N
28144.648	N
28146.015	N
28147.999	N
28149.398	N
28150.755	N
28151.992	N
28153.267	N
28154.581	N
28156.024	N
28157.570	N
28158.984	N
28160.314	N
28161.617	N
28162.897	N
28164.060	N
28165.188	N
28166.272	N
28167.315	N
28168.368	N
28169.508	N
28170.702	N
28171.993	N
28173.218	N
28174.479	N
28175.664	N
28176.813	N
28178.008	N
28179.172	N
28180.390	N
28181.642	N
28182.924	N
28184.204	N
28185.417	N
28186.687	N
28187.944	N
28189.209	N
28190.484	N
28191.695	N
28192.993	N
28194.274	N
28195.594	N
28196.906	N
28198.211	N
28199.559	N
28200.860	N
28202.349	N
28203.742	N
28205.313	N
28206.747	N
28208.218	N
28209.647	N
28211.045	N
28212.536	N
28213.930	N
28215.609	N
28217.068	N
28218.578	N
28220.019	N
28221.678	N
28223.064	N
28224.553	N
28226.000	N
28227.485	N
28228.940	N
28230.385	N
28231.896	N
28233.328	N
28234.789	N
28236.145	N
28237.548	N
28238.868	N
28240.190	N
28241.473	N
28242.891	N
28244.290	N
28245.640	N
28246.961	N
28248.226	N
28249.481	N
28250.695	N
28251.921	N
28253.162	N
28254.352	N
28255.679	N
28256.991	N
28258.390	N
28259.726	N
28261.093	N
28262.508	N
28263.850	N
28265.335	N
28266.719	N
28268.237	N
28269.625	N
28271.281	N
28272.727	N
28274.243	N
28275.688	N
28277.209	N
28278.529	N
28279.814	N
28281.228	N
28282.624	N
28284.149	N
28285.584	N
28287.101	N
28288.564	N
28289.993	N
28291.284	N
28292.726	N
28294.201	N
28295.937	N
28297.423	N
28298.937	N
28300.393	N
28301.866	N
28303.308	N
28304.753	N
28306.298	N
28307.818	N
28309.286	N
28310.753	N
28312.240	N
28313.658	N
28315.131	N
28316.516	N
28318.000	N
28319.443	N
28321.013	N
28322.429	N
28323.906	N
28325.267	N
28326.759	N
28328.154	N
28329.555	N
28330.968	N
28332.306	N
28333.648	N
28334.933	N
28336.248	N
28337.494	N
28338.834	N
28340.189	N
28341.453	N
28342.773	N
28344.030	N
28345.373	N
28346.736	N
28348.024	N
28349.438	N
28350.877	N
28352.376	N
28353.809	N
28355.336	N
28356.813	N
28358.334	N
28359.888	N
28361.420	N
28362.917	N
28364.351	N
28365.941	N
28367.554	N
28369.170	N
28370.617	N
28372.096	N
28373.501	N
28375.011	N
28376.456	N
28377.899	N
28379.263	N
28380.657	N
28382.024	N
28383.366	N
28384.765	N
28386.072	N
28387.541	N
28388.892	N
28390.294	N
28391.696	N
28393.070	N
28394.474	N
28395.811	N
28397.205	N
28398.540	N
28400.027	N
28401.484	N
28402.837	N
28404.304	N
28405.698	N
28407.148	N
28408.564	N
28409.995	N
28411.430	N
28412.868	N
28414.473	N
28415.954	N
28417.683	N
28419.185	N
28420.739	N
28422.199	N
28423.742	N
28425.336	N
28426.884	N
28428.468	N
28430.055	N
28431.649	N
28433.125	N
28434.822	N
28436.429	N
28437.962	N
28439.462	N
28441.083	N
28442.485	N
28444.064	N
28445.598	N
28447.105	N
28448.577	N
28450.046	N
28451.457	N
28452.843	N
28454.343	N
28455.684	N
28457.066	N
28458.357	N
28459.755	N
28461.174	N
28462.595	N
28464.139	N
28465.587	N
28467.045	N
28468.339	N
28469.689	N
28471.034	N
28472.280	N
28473.641	N
28474.976	N
28476.421	N
28477.714	N
28478.949	N
28480.132	N
28481.273	N
28482.490	N
28483.782	N
28485.139	N
28486.534	N
28487.888	N
28489.354	N
28490.789	N
28492.203	N
28493.610	N
28495.016	N
28496.468	N
28497.882	N
28499.430	N
28500.860	N
28502.340	N
28503.714	N
28505.135	N
28506.454	N
28507.797	N
28509.198	N
28510.516	N
28511.961	N
28513.299	N
28514.686	N
28516.047	N
28517.443	N
28518.854	N
28520.193	N
28521.609	N
28522.945	N
28524.342	N
28525.765	N
28527.191	N
28528.704	N
28530.157	N
28531.744	N
28533.194	N
28534.955	N
28536.498	N
28538.126	N
28539.628	N
28541.178	N
28542.647	N
28544.273	N
28545.679	N
28547.072	N
28548.406	N
28549.858	N
28551.250	N
28552.619	N
28553.960	N
28555.243	N
28556.553	N
28557.796	N
28559.115	N
28560.390	N
28561.658	N
28562.907	N
